date,province,kabupaten,hotspot_count
2003-07,JAWA TIMUR,KEDIRI,1
2003-07,JAWA TENGAH,KENDAL,2
2003-07,KALIMANTAN BARAT,KETAPANG,41
2003-07,BANTEN,KOTA CILEGON,1
2003-07,RIAU,KOTA DUMAI,16
2003-07,DKI JAKARTA,KOTA JAKARTA BARAT,1
2003-07,DKI JAKARTA,KOTA JAKARTA UTARA,1
2003-07,SUMATERA SELATAN,KOTA LUBUK LINGGAU,1
2003-07,KALIMANTAN TENGAH,KOTA PALANGKARAYA,1
2003-07,SULAWESI SELATAN,KOTA PARE PARE,1
2003-07,SUMATERA SELATAN,KOTA PRABUMULIH,5
2003-07,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,9
2003-07,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,11
2003-07,RIAU,KUANTAN SENGINGI,13
2003-07,KALIMANTAN BARAT,KUBURAYA,7
2003-07,KALIMANTAN TIMUR,KUTAI BARAT,2
2003-07,KALIMANTAN TIMUR,KUTAI KARTANEGARA,3
2003-07,KALIMANTAN TIMUR,KUTAI TIMUR,1
2003-07,SUMATERA UTARA,LABUHANBATU,1
2003-07,SUMATERA UTARA,LABUHANBATU SELATAN,1
2003-07,SUMATERA UTARA,LABUHANBATU UTARA,4
2003-07,SUMATERA SELATAN,LAHAT,2
2003-07,KALIMANTAN TENGAH,LAMANDAU,1
2003-07,LAMPUNG,LAMPUNG TENGAH,4
2003-07,LAMPUNG,LAMPUNG TIMUR,11
2003-07,LAMPUNG,LAMPUNG UTARA,2
2003-07,KALIMANTAN BARAT,LANDAK,11
2003-07,BANTEN,LEBAK,1
2003-07,JAWA TIMUR,LUMAJANG,7
2003-07,SULAWESI SELATAN,LUWU TIMUR,33
2003-07,JAWA TIMUR,MADIUN,2
2003-07,JAWA TIMUR,MAGETAN,1
2003-07,KALIMANTAN TIMUR,MAHAKAM ULU,1
2003-07,JAWA TIMUR,MALANG,4
2003-07,KALIMANTAN UTARA,MALINAU,4
2003-07,SULAWESI BARAT,MAMUJU UTARA,1
2003-07,SUMATERA UTARA,MANDAILING NATAL,2
2003-07,NUSA TENGGARA TIMUR,MANGGARAI BARAT,1
2003-07,NUSA TENGGARA TIMUR,MANGGARAI TIMUR,6
2003-07,KALIMANTAN BARAT,MELAWI,1
2003-07,JAMBI,MERANGIN,17
2003-07,LAMPUNG,MESUJI,2
2003-07,SUMATERA SELATAN,MUARA ENIM,7
2003-07,JAMBI,MUARO JAMBI,95
2003-07,BENGKULU,MUKO-MUKO,13
2003-07,SUMATERA SELATAN,MUSI BANYUASIN,13
2003-07,SUMATERA SELATAN,MUSI RAWAS,3
2003-07,SUMATERA SELATAN,MUSI RAWAS UTARA,2
2003-07,ACEH,NAGAN RAYA,1
2003-07,NUSA TENGGARA TIMUR,NAGEKEO,2
2003-07,NUSA TENGGARA TIMUR,NGADA,14
2003-07,JAWA TIMUR,NGAWI,3
2003-07,KALIMANTAN UTARA,NUNUKAN,1
2003-07,SUMATERA SELATAN,OGAN ILIR,2
2003-07,SUMATERA SELATAN,OGAN KOMERING ILIR,7
2003-07,SUMATERA SELATAN,OGAN KOMERING ULU,4
2003-07,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,1
2003-07,SUMATERA UTARA,PADANG LAWAS,10
2003-07,SUMATERA UTARA,PADANG LAWAS UTARA,2
2003-07,SUMATERA UTARA,PAK-PAK BHARAT,4
2003-07,SUMATERA SELATAN,PALI,27
2003-07,KALIMANTAN TIMUR,PASER,1
2003-07,RIAU,PELALAWAN,29
2003-07,LAMPUNG,PESISIR BARAT,3
2003-07,SUMATERA BARAT,PESISIR SELATAN,23
2003-07,ACEH,PIDIE,6
2003-07,KALIMANTAN TENGAH,PULANG PISAU,7
2003-07,RIAU,ROKAN HILIR,29
2003-07,RIAU,ROKAN HULU,70
2003-07,NUSA TENGGARA TIMUR,ROTE NDAO,1
2003-07,KALIMANTAN BARAT,SAMBAS,7
2003-07,KALIMANTAN BARAT,SANGGAU,22
2003-07,JAMBI,SAROLANGUN,7
2003-07,BENGKULU,SELUMA,2
2003-07,KALIMANTAN TENGAH,SERUYAN,1
2003-07,RIAU,SIAK,9
2003-07,JAWA TIMUR,SIDOARJO,1
2003-07,SUMATERA BARAT,SIJUNJUNG,3
2003-07,NUSA TENGGARA TIMUR,SIKKA,1
2003-07,SUMATERA UTARA,SIMALUNGUN,2
2003-07,KALIMANTAN BARAT,SINTANG,15
2003-07,JAWA TIMUR,SITUBONDO,2
2003-07,SUMATERA BARAT,SOLOK SELATAN,4
2003-07,JAWA BARAT,SUBANG,2
2003-07,JAWA BARAT,SUKABUMI,9
2003-07,KALIMANTAN TENGAH,SUKAMARA,2
2003-07,NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,1
2003-07,NUSA TENGGARA TIMUR,SUMBA TENGAH,2
2003-07,NUSA TENGGARA TIMUR,SUMBA TIMUR,4
2003-07,SULAWESI SELATAN,TAKALAR,3
2003-07,KALIMANTAN SELATAN,TANAH LAUT,1
2003-07,JAMBI,TANJUNG JABUNG BARAT,15
2003-07,JAMBI,TANJUNG JABUNG TIMUR,2
2003-07,SUMATERA UTARA,TAPANULI SELATAN,1
2003-07,SUMATERA UTARA,TAPANULI TENGAH,4
2003-07,KALIMANTAN SELATAN,TAPIN,2
2003-07,JAMBI,TEBO,11
2003-07,LAMPUNG,TULANG BAWANG,3
2003-07,LAMPUNG,TULANG BAWANG BARAT,2
2003-07,LAMPUNG,WAYKANAN,1
2003-08,ACEH,ACEH BESAR,2
2003-08,ACEH,ACEH JAYA,2
2003-08,NUSA TENGGARA TIMUR,ALOR,11
2003-08,KALIMANTAN SELATAN,BALANGAN,1
2003-08,KEPULAUAN BANGKA BELITUNG,BANGKA,24
2003-08,KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,20
2003-08,KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,102
2003-08,KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,8
2003-08,KALIMANTAN SELATAN,BANJAR,19
2003-08,SUMATERA SELATAN,BANYUASIN,11
2003-08,KALIMANTAN SELATAN,BARITO KUALA,1
2003-08,KALIMANTAN TENGAH,BARITO SELATAN,10
2003-08,KALIMANTAN TENGAH,BARITO TIMUR,9
2003-08,KALIMANTAN TENGAH,BARITO UTARA,19
2003-08,JAMBI,BATANGHARI,4
2003-08,KEPULAUAN BANGKA BELITUNG,BELITUNG,27
2003-08,KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,43
2003-08,NUSA TENGGARA TIMUR,BELU,6
2003-08,RIAU,BENGKALIS,21
2003-08,KALIMANTAN BARAT,BENGKAYANG,77
2003-08,BENGKULU,BENGKULU SELATAN,1
2003-08,BENGKULU,BENGKULU TENGAH,6
2003-08,KALIMANTAN TIMUR,BERAU,53
2003-08,GORONTALO,BOALEMO,2
2003-08,JAWA TIMUR,BOJONEGORO,1
2003-08,SULAWESI TENGGARA,BOMBANA,2
2003-08,JAWA TIMUR,BONDOWOSO,5
2003-08,SULAWESI SELATAN,BONE,2
2003-08,JAWA TENGAH,BOYOLALI,2
2003-08,JAWA TENGAH,BREBES,4
2003-08,KALIMANTAN UTARA,BULUNGAN,36
2003-08,JAMBI,BUNGO,13
2003-08,SULAWESI TENGAH,BUOL,1
2003-08,JAWA BARAT,CIANJUR,2
2003-08,JAWA BARAT,CIREBON,2
2003-08,SUMATERA BARAT,DHARMASRAYA,8
2003-08,NUSA TENGGARA BARAT,DOMPU,3
2003-08,SULAWESI TENGAH,DONGGALA,1
2003-08,SUMATERA SELATAN,EMPAT LAWANG,7
2003-08,NUSA TENGGARA TIMUR,FLORES TIMUR,1
2003-08,GORONTALO,GORONTALO,1
2003-08,GORONTALO,GORONTALO UTARA,6
2003-08,JAWA TENGAH,GROBOGAN,1
2003-08,KALIMANTAN TENGAH,GUNUNG MAS,60
2003-08,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,15
2003-08,KALIMANTAN SELATAN,HULU SUNGAI TENGAH,2
2003-08,KALIMANTAN SELATAN,HULU SUNGAI UTARA,5
2003-08,RIAU,INDRAGIRI HILIR,15
2003-08,RIAU,INDRAGIRI HULU,108
2003-08,JAWA BARAT,INDRAMAYU,1
2003-08,PAPUA PEGUNUNGAN,JAYAWIJAYA,1
2003-08,JAWA TIMUR,JOMBANG,3
2003-08,RIAU,KAMPAR,30
2003-08,KALIMANTAN TENGAH,KAPUAS,77
2003-08,KALIMANTAN BARAT,KAPUAS HULU,172
2003-08,KALIMANTAN TENGAH,KATINGAN,25
2003-08,BENGKULU,KAUR,4
2003-08,KALIMANTAN BARAT,KAYONG UTARA,12
2003-08,JAWA TIMUR,KEDIRI,1
2003-08,JAWA TENGAH,KENDAL,1
2003-08,KALIMANTAN BARAT,KETAPANG,395
2003-08,SULAWESI TENGGARA,KONAWE SELATAN,2
2003-08,KALIMANTAN SELATAN,KOTA BANJARBARU,1
2003-08,NUSA TENGGARA BARAT,KOTA BIMA,1
2003-08,RIAU,KOTA DUMAI,25
2003-08,ACEH,KOTA LHOKSEUMAWE,1
2003-08,KALIMANTAN TENGAH,KOTA PALANGKARAYA,11
2003-08,RIAU,KOTA PEKANBARU,1
2003-08,SUMATERA SELATAN,KOTA PRABUMULIH,5
2003-08,MALUKU UTARA,KOTA TERNATE,1
2003-08,KALIMANTAN SELATAN,KOTABARU,4
2003-08,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,118
2003-08,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,101
2003-08,RIAU,KUANTAN SENGINGI,12
2003-08,KALIMANTAN BARAT,KUBURAYA,12
2003-08,JAWA BARAT,KUNINGAN,1
2003-08,NUSA TENGGARA TIMUR,KUPANG,1
2003-08,KALIMANTAN TIMUR,KUTAI BARAT,3
2003-08,KALIMANTAN TIMUR,KUTAI KARTANEGARA,11
2003-08,KALIMANTAN TIMUR,KUTAI TIMUR,39
2003-08,SUMATERA UTARA,LABUHANBATU SELATAN,3
2003-08,SUMATERA SELATAN,LAHAT,5
2003-08,KALIMANTAN TENGAH,LAMANDAU,170
2003-08,JAWA TIMUR,LAMONGAN,1
2003-08,LAMPUNG,LAMPUNG TENGAH,2
2003-08,LAMPUNG,LAMPUNG TIMUR,5
2003-08,KALIMANTAN BARAT,LANDAK,246
2003-08,SUMATERA UTARA,LANGKAT,1
2003-08,NUSA TENGGARA TIMUR,LEMBATA,2
2003-08,SUMATERA BARAT,LIMA PULUH KOTA,2
2003-08,JAWA TIMUR,LUMAJANG,11
2003-08,SULAWESI SELATAN,LUWU TIMUR,23
2003-08,JAWA TIMUR,MADIUN,1
2003-08,JAWA TIMUR,MAGETAN,3
2003-08,KALIMANTAN TIMUR,MAHAKAM ULU,11
2003-08,JAWA BARAT,MAJALENGKA,3
2003-08,NUSA TENGGARA TIMUR,MALAKA,1
2003-08,JAWA TIMUR,MALANG,10
2003-08,KALIMANTAN UTARA,MALINAU,23
2003-08,MALUKU,MALUKU TENGAH,1
2003-08,MALUKU,MALUKU TENGGARA BARAT,4
2003-08,PAPUA PEGUNUNGAN,MAMBERAMO TENGAH,1
2003-08,SULAWESI BARAT,MAMUJU,5
2003-08,SULAWESI BARAT,MAMUJU TENGAH,1
2003-08,SULAWESI BARAT,MAMUJU UTARA,1
2003-08,SUMATERA UTARA,MANDAILING NATAL,2
2003-08,NUSA TENGGARA TIMUR,MANGGARAI BARAT,2
2003-08,NUSA TENGGARA TIMUR,MANGGARAI TIMUR,6
2003-08,KALIMANTAN BARAT,MELAWI,125
2003-08,KALIMANTAN BARAT,MEMPAWAH,6
2003-08,JAMBI,MERANGIN,4
2003-08,PAPUA SELATAN,MERAUKE,10
2003-08,LAMPUNG,MESUJI,6
2003-08,SULAWESI TENGAH,MOROWALI UTARA,3
2003-08,SUMATERA SELATAN,MUARA ENIM,39
2003-08,JAMBI,MUARO JAMBI,233
2003-08,BENGKULU,MUKO-MUKO,7
2003-08,KALIMANTAN TENGAH,MURUNG RAYA,36
2003-08,SUMATERA SELATAN,MUSI BANYUASIN,139
2003-08,SUMATERA SELATAN,MUSI RAWAS,42
2003-08,SUMATERA SELATAN,MUSI RAWAS UTARA,40
2003-08,NUSA TENGGARA TIMUR,NAGEKEO,1
2003-08,NUSA TENGGARA TIMUR,NGADA,3
2003-08,JAWA TIMUR,NGAWI,1
2003-08,KALIMANTAN UTARA,NUNUKAN,9
2003-08,SUMATERA SELATAN,OGAN ILIR,8
2003-08,SUMATERA SELATAN,OGAN KOMERING ILIR,19
2003-08,SUMATERA SELATAN,OGAN KOMERING ULU,13
2003-08,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,2
2003-08,SUMATERA UTARA,PADANG LAWAS,46
2003-08,SUMATERA UTARA,PADANG LAWAS UTARA,10
2003-08,SUMATERA SELATAN,PALI,52
2003-08,BANTEN,PANDEGLANG,2
2003-08,JAWA BARAT,PANGANDARAN,1
2003-08,SULAWESI TENGAH,PARIGI MOUTONG,1
2003-08,SUMATERA BARAT,PASAMAN,2
2003-08,KALIMANTAN TIMUR,PASER,1
2003-08,JAWA TIMUR,PASURUAN,1
2003-08,PAPUA BARAT,PEGUNUNGAN ARFAK,1
2003-08,RIAU,PELALAWAN,22
2003-08,KALIMANTAN TIMUR,PENAJAM PASER UTARA,1
2003-08,LAMPUNG,PESISIR BARAT,2
2003-08,SUMATERA BARAT,PESISIR SELATAN,3
2003-08,SULAWESI TENGAH,POSO,1
2003-08,LAMPUNG,PRINGSEWU,1
2003-08,KALIMANTAN TENGAH,PULANG PISAU,186
2003-08,RIAU,ROKAN HILIR,19
2003-08,RIAU,ROKAN HULU,129
2003-08,KALIMANTAN BARAT,SAMBAS,12
2003-08,KALIMANTAN BARAT,SANGGAU,221
2003-08,JAMBI,SAROLANGUN,21
2003-08,KALIMANTAN BARAT,SEKADAU,26
2003-08,KALIMANTAN TENGAH,SERUYAN,41
2003-08,RIAU,SIAK,2
2003-08,JAWA TIMUR,SIDOARJO,2
2003-08,SULAWESI TENGAH,SIGI,2
2003-08,KALIMANTAN BARAT,SINTANG,241
2003-08,JAWA TIMUR,SITUBONDO,2
2003-08,SUMATERA BARAT,SOLOK SELATAN,3
2003-08,JAWA TENGAH,SRAGEN,1
2003-08,JAWA BARAT,SUBANG,3
2003-08,JAWA BARAT,SUKABUMI,5
2003-08,KALIMANTAN TENGAH,SUKAMARA,60
2003-08,NUSA TENGGARA TIMUR,SUMBA BARAT,2
2003-08,NUSA TENGGARA TIMUR,SUMBA TENGAH,9
2003-08,NUSA TENGGARA TIMUR,SUMBA TIMUR,22
2003-08,NUSA TENGGARA BARAT,SUMBAWA,3
2003-08,KALIMANTAN SELATAN,TABALONG,4
2003-08,SULAWESI SELATAN,TAKALAR,4
2003-08,SULAWESI SELATAN,TANA TORAJA,1
2003-08,KALIMANTAN SELATAN,TANAH BUMBU,4
2003-08,KALIMANTAN SELATAN,TANAH LAUT,11
2003-08,BANTEN,TANGERANG,1
2003-08,JAMBI,TANJUNG JABUNG BARAT,1
2003-08,SUMATERA UTARA,TAPANULI SELATAN,5
2003-08,SUMATERA UTARA,TAPANULI UTARA,2
2003-08,KALIMANTAN SELATAN,TAPIN,8
2003-08,JAWA BARAT,TASIKMALAYA,2
2003-08,JAMBI,TEBO,8
2003-08,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,1
2003-08,SULAWESI TENGAH,TOJO UNA-UNA,5
2003-08,PAPUA PEGUNUNGAN,TOLIKARA,2
2003-08,LAMPUNG,TULANG BAWANG,5
2003-08,LAMPUNG,TULANG BAWANG BARAT,1
2003-08,LAMPUNG,WAYKANAN,13
2003-08,PAPUA PEGUNUNGAN,YAHUKIMO,1
2003-09,ACEH,ACEH BARAT,1
2003-09,ACEH,ACEH BESAR,1
2003-09,ACEH,ACEH SINGKIL,1
2003-09,ACEH,ACEH TENGAH,3
2003-09,ACEH,ACEH UTARA,1
2003-09,NUSA TENGGARA TIMUR,ALOR,11
2003-09,KALIMANTAN SELATAN,BALANGAN,4
2003-09,SULAWESI TENGAH,BANGGAI,2
2003-09,SULAWESI TENGAH,BANGGAI KEPULAUAN,2
2003-09,KEPULAUAN BANGKA BELITUNG,BANGKA,2
2003-09,KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,4
2003-09,KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,16
2003-09,KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,1
2003-09,KALIMANTAN SELATAN,BANJAR,71
2003-09,SUMATERA SELATAN,BANYUASIN,25
2003-09,KALIMANTAN SELATAN,BARITO KUALA,6
2003-09,KALIMANTAN TENGAH,BARITO SELATAN,21
2003-09,KALIMANTAN TENGAH,BARITO TIMUR,29
2003-09,KALIMANTAN TENGAH,BARITO UTARA,57
2003-09,JAMBI,BATANGHARI,15
2003-09,KEPULAUAN BANGKA BELITUNG,BELITUNG,6
2003-09,KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,12
2003-09,NUSA TENGGARA TIMUR,BELU,19
2003-09,RIAU,BENGKALIS,1
2003-09,KALIMANTAN BARAT,BENGKAYANG,9
2003-09,BENGKULU,BENGKULU TENGAH,2
2003-09,KALIMANTAN TIMUR,BERAU,5
2003-09,NUSA TENGGARA BARAT,BIMA,3
2003-09,SULAWESI UTARA,BOLAANG MONGONDOW,1
2003-09,SULAWESI UTARA,BOLAANG MONGONDOW UTARA,4
2003-09,SULAWESI TENGGARA,BOMBANA,12
2003-09,JAWA TIMUR,BONDOWOSO,5
2003-09,SULAWESI SELATAN,BONE,3
2003-09,GORONTALO,BONE BOLANGO,5
2003-09,JAWA TENGAH,BREBES,1
2003-09,KALIMANTAN UTARA,BULUNGAN,6
2003-09,JAMBI,BUNGO,13
2003-09,MALUKU,BURU,5
2003-09,MALUKU,BURU SELATAN,2
2003-09,JAWA TENGAH,DEMAK,5
2003-09,SUMATERA BARAT,DHARMASRAYA,8
2003-09,PAPUA TENGAH,DOGIYAI,2
2003-09,NUSA TENGGARA BARAT,DOMPU,5
2003-09,SUMATERA SELATAN,EMPAT LAWANG,1
2003-09,NUSA TENGGARA TIMUR,ENDE,11
2003-09,NUSA TENGGARA TIMUR,FLORES TIMUR,8
2003-09,JAWA BARAT,GARUT,1
2003-09,GORONTALO,GORONTALO,4
2003-09,GORONTALO,GORONTALO UTARA,6
2003-09,SULAWESI SELATAN,GOWA,1
2003-09,KALIMANTAN TENGAH,GUNUNG MAS,92
2003-09,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,16
2003-09,KALIMANTAN SELATAN,HULU SUNGAI TENGAH,1
2003-09,KALIMANTAN SELATAN,HULU SUNGAI UTARA,3
2003-09,RIAU,INDRAGIRI HILIR,18
2003-09,RIAU,INDRAGIRI HULU,8
2003-09,JAWA BARAT,INDRAMAYU,1
2003-09,JAWA TIMUR,JEMBER,2
2003-09,JAWA TIMUR,JOMBANG,1
2003-09,RIAU,KAMPAR,5
2003-09,KALIMANTAN TENGAH,KAPUAS,135
2003-09,KALIMANTAN BARAT,KAPUAS HULU,53
2003-09,KALIMANTAN TENGAH,KATINGAN,152
2003-09,BENGKULU,KAUR,2
2003-09,KALIMANTAN BARAT,KAYONG UTARA,2
2003-09,MALUKU,KEPULAUAN ARU,1
2003-09,SULAWESI UTARA,KEPULAUAN TALAUD,1
2003-09,KALIMANTAN BARAT,KETAPANG,302
2003-09,SULAWESI TENGGARA,KOLAKA,2
2003-09,SULAWESI TENGGARA,KOLAKA TIMUR,5
2003-09,SULAWESI TENGGARA,KONAWE,1
2003-09,SULAWESI TENGGARA,KONAWE SELATAN,1
2003-09,SULAWESI TENGGARA,KONAWE UTARA,1
2003-09,SULAWESI UTARA,KOTA BITUNG,1
2003-09,RIAU,KOTA DUMAI,1
2003-09,KALIMANTAN TENGAH,KOTA PALANGKARAYA,5
2003-09,KEPULAUAN BANGKA BELITUNG,KOTA PANGKALPINANG,1
2003-09,SULAWESI SELATAN,KOTA PARE PARE,1
2003-09,KALIMANTAN UTARA,KOTA TARAKAN,2
2003-09,KALIMANTAN SELATAN,KOTABARU,22
2003-09,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,139
2003-09,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,190
2003-09,RIAU,KUANTAN SENGINGI,1
2003-09,KALIMANTAN BARAT,KUBURAYA,3
2003-09,NUSA TENGGARA TIMUR,KUPANG,20
2003-09,KALIMANTAN TIMUR,KUTAI BARAT,38
2003-09,KALIMANTAN TIMUR,KUTAI KARTANEGARA,35
2003-09,KALIMANTAN TIMUR,KUTAI TIMUR,17
2003-09,SUMATERA SELATAN,LAHAT,8
2003-09,KALIMANTAN TENGAH,LAMANDAU,107
2003-09,LAMPUNG,LAMPUNG TENGAH,6
2003-09,LAMPUNG,LAMPUNG UTARA,2
2003-09,KALIMANTAN BARAT,LANDAK,20
2003-09,BANTEN,LEBAK,5
2003-09,NUSA TENGGARA TIMUR,LEMBATA,7
2003-09,NUSA TENGGARA BARAT,LOMBOK TIMUR,2
2003-09,JAWA TIMUR,LUMAJANG,14
2003-09,SULAWESI SELATAN,LUWU,4
2003-09,SULAWESI SELATAN,LUWU TIMUR,53
2003-09,SULAWESI SELATAN,LUWU UTARA,2
2003-09,JAWA TIMUR,MADIUN,4
2003-09,KALIMANTAN TIMUR,MAHAKAM ULU,10
2003-09,JAWA BARAT,MAJALENGKA,5
2003-09,JAWA TIMUR,MALANG,8
2003-09,MALUKU,MALUKU BARAT DAYA,6
2003-09,SULAWESI BARAT,MAMASA,1
2003-09,SULAWESI BARAT,MAMUJU,9
2003-09,SULAWESI BARAT,MAMUJU TENGAH,1
2003-09,SUMATERA UTARA,MANDAILING NATAL,1
2003-09,NUSA TENGGARA TIMUR,MANGGARAI BARAT,2
2003-09,NUSA TENGGARA TIMUR,MANGGARAI TIMUR,2
2003-09,SULAWESI SELATAN,MAROS,8
2003-09,KALIMANTAN BARAT,MELAWI,50
2003-09,JAMBI,MERANGIN,18
2003-09,PAPUA SELATAN,MERAUKE,102
2003-09,LAMPUNG,MESUJI,10
2003-09,SULAWESI UTARA,MINAHASA SELATAN,1
2003-09,SULAWESI TENGAH,MOROWALI,4
2003-09,SULAWESI TENGAH,MOROWALI UTARA,8
2003-09,SUMATERA SELATAN,MUARA ENIM,40
2003-09,JAMBI,MUARO JAMBI,40
2003-09,BENGKULU,MUKO-MUKO,4
2003-09,SULAWESI TENGGARA,MUNA,1
2003-09,KALIMANTAN TENGAH,MURUNG RAYA,62
2003-09,SUMATERA SELATAN,MUSI BANYUASIN,59
2003-09,SUMATERA SELATAN,MUSI RAWAS,31
2003-09,SUMATERA SELATAN,MUSI RAWAS UTARA,49
2003-09,NUSA TENGGARA TIMUR,NAGEKEO,6
2003-09,NUSA TENGGARA TIMUR,NGADA,2
2003-09,JAWA TIMUR,NGANJUK,2
2003-09,JAWA TIMUR,NGAWI,1
2003-09,KALIMANTAN UTARA,NUNUKAN,3
2003-09,SUMATERA SELATAN,OGAN ILIR,7
2003-09,SUMATERA SELATAN,OGAN KOMERING ILIR,72
2003-09,SUMATERA SELATAN,OGAN KOMERING ULU,26
2003-09,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,9
2003-09,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,3
2003-09,SUMATERA UTARA,PADANG LAWAS,6
2003-09,SUMATERA UTARA,PADANG LAWAS UTARA,4
2003-09,GORONTALO,PAHUWATO,1
2003-09,SUMATERA SELATAN,PALI,20
2003-09,BANTEN,PANDEGLANG,2
2003-09,SUMATERA BARAT,PASAMAN BARAT,1
2003-09,KALIMANTAN TIMUR,PASER,25
2003-09,JAWA TIMUR,PASURUAN,2
2003-09,JAWA TENGAH,PATI,2
2003-09,RIAU,PELALAWAN,7
2003-09,KALIMANTAN TIMUR,PENAJAM PASER UTARA,6
2003-09,SULAWESI TENGAH,POSO,4
2003-09,KALIMANTAN TENGAH,PULANG PISAU,562
2003-09,BENGKULU,REJANG LEBONG,1
2003-09,RIAU,ROKAN HILIR,3
2003-09,RIAU,ROKAN HULU,17
2003-09,NUSA TENGGARA TIMUR,ROTE NDAO,5
2003-09,KALIMANTAN BARAT,SAMBAS,4
2003-09,KALIMANTAN BARAT,SANGGAU,57
2003-09,JAMBI,SAROLANGUN,40
2003-09,KALIMANTAN BARAT,SEKADAU,69
2003-09,BENGKULU,SELUMA,2
2003-09,KALIMANTAN TENGAH,SERUYAN,260
2003-09,SULAWESI TENGAH,SIGI,4
2003-09,NUSA TENGGARA TIMUR,SIKKA,6
2003-09,KALIMANTAN BARAT,SINTANG,169
2003-09,JAWA TIMUR,SITUBONDO,2
2003-09,JAWA TENGAH,SRAGEN,1
2003-09,JAWA BARAT,SUKABUMI,1
2003-09,KALIMANTAN TENGAH,SUKAMARA,73
2003-09,NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,5
2003-09,NUSA TENGGARA TIMUR,SUMBA TENGAH,3
2003-09,NUSA TENGGARA TIMUR,SUMBA TIMUR,8
2003-09,NUSA TENGGARA BARAT,SUMBAWA,23
2003-09,NUSA TENGGARA BARAT,SUMBAWA BARAT,3
2003-09,JAWA TIMUR,SUMENEP,1
2003-09,KALIMANTAN SELATAN,TABALONG,6
2003-09,SULAWESI SELATAN,TAKALAR,2
2003-09,KALIMANTAN SELATAN,TANAH BUMBU,41
2003-09,KALIMANTAN SELATAN,TANAH LAUT,61
2003-09,LAMPUNG,TANGGAMUS,1
2003-09,JAMBI,TANJUNG JABUNG BARAT,10
2003-09,JAMBI,TANJUNG JABUNG TIMUR,1
2003-09,KALIMANTAN SELATAN,TAPIN,29
2003-09,JAMBI,TEBO,11
2003-09,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,10
2003-09,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,23
2003-09,SULAWESI TENGAH,TOJO UNA-UNA,8
2003-09,LAMPUNG,TULANG BAWANG,7
2003-09,LAMPUNG,WAYKANAN,5
2003-10,SUMATERA BARAT,AGAM,2
2003-10,NUSA TENGGARA TIMUR,ALOR,44
2003-10,KALIMANTAN SELATAN,BALANGAN,1
2003-10,SULAWESI TENGAH,BANGGAI,1
2003-10,SULAWESI TENGAH,BANGGAI KEPULAUAN,1
2003-10,KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,1
2003-10,SUMATERA SELATAN,BANYUASIN,10
2003-10,KALIMANTAN SELATAN,BARITO KUALA,2
2003-10,KALIMANTAN TENGAH,BARITO SELATAN,14
2003-10,KALIMANTAN TENGAH,BARITO TIMUR,16
2003-10,KALIMANTAN TENGAH,BARITO UTARA,50
2003-10,JAMBI,BATANGHARI,4
2003-10,KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,1
2003-10,NUSA TENGGARA TIMUR,BELU,6
2003-10,RIAU,BENGKALIS,1
2003-10,KALIMANTAN BARAT,BENGKAYANG,1
2003-10,KALIMANTAN TIMUR,BERAU,3
2003-10,NUSA TENGGARA BARAT,BIMA,35
2003-10,GORONTALO,BOALEMO,1
2003-10,SULAWESI UTARA,BOLAANG MONGONDOW,1
2003-10,SULAWESI UTARA,BOLAANG MONGONDOW UTARA,2
2003-10,SULAWESI TENGGARA,BOMBANA,12
2003-10,SULAWESI SELATAN,BONE,3
2003-10,KALIMANTAN UTARA,BULUNGAN,3
2003-10,JAMBI,BUNGO,5
2003-10,MALUKU,BURU,11
2003-10,MALUKU,BURU SELATAN,8
2003-10,SULAWESI TENGGARA,BUTON,6
2003-10,SULAWESI TENGGARA,BUTON SELATAN,3
2003-10,SULAWESI TENGGARA,BUTON TENGAH,3
2003-10,NUSA TENGGARA BARAT,DOMPU,8
2003-10,NUSA TENGGARA TIMUR,ENDE,3
